batch,stream,event_number,raw_time_seconds,interval_since_previous_event_seconds,inferred_role_from_timing,role_note
jitu_1,FMG,15,407.02,7.1,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,FMG,16,429.73,22.71,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,FMG,17,436.11,6.38,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,FMG,18,460.82,24.71,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,FMG,19,468.51,7.69,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,FMG,20,493.11,24.6,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,1,164.34,,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,2,189.88,25.54,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,3,199.61,9.73,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,4,224.84,25.23,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,5,233.43,8.59,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,6,258.34,24.91,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,7,265.23,6.89,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,8,290.22,24.99,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,9,297.26,7.04,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,10,320.37,23.11,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,11,328.98,8.61,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,12,354.5,25.52,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,13,362.08,7.58,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,14,385.93,23.85,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,15,393.03,7.1,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,16,415.75,22.72,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,17,422.12,6.37,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,18,446.84,24.72,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,19,454.52,7.68,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,L_insole,20,479.13,24.61,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,1,171.29,,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,2,196.83,25.54,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,3,206.57,9.74,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,4,231.8,25.23,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,5,240.39,8.59,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,6,265.3,24.91,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,7,272.19,6.89,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,8,297.18,24.99,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,9,304.2,7.02,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,10,327.33,23.13,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,11,335.94,8.61,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,12,361.46,25.52,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,13,369.04,7.58,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,14,392.89,23.85,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,15,399.99,7.1,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,16,422.71,22.72,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,17,429.07,6.36,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,18,453.8,24.73,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,19,461.48,7.68,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_1,R_insole,20,486.08,24.6,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,1,1021.84,,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,2,1046.47,24.63,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,3,1053.81,7.34,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,4,1077.54,23.73,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,5,1084.05,6.51,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,6,1109.57,25.52,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,7,1116.91,7.34,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,8,1140.12,23.21,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,9,1147.25,7.13,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,10,1171.81,24.56,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,11,1181.99,10.18,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,12,1206.85,24.86,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,13,1214.27,7.42,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,14,1237.79,23.52,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,15,1243.15,5.36,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,16,1267.76,24.61,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,17,1274.22,6.46,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,18,1297.4,23.18,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,19,1303.9,6.5,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,FMG,20,1326.03,22.13,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,1,1007.85,,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,2,1032.48,24.63,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,3,1039.82,7.34,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,4,1063.54,23.72,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,5,1070.06,6.52,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,6,1095.58,25.52,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,7,1102.92,7.34,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,8,1126.13,23.21,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,9,1133.26,7.13,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,10,1157.81,24.55,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,11,1168.0,10.19,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,12,1192.87,24.87,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,13,1200.28,7.41,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,14,1223.79,23.51,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,15,1229.16,5.37,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,16,1253.78,24.62,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,17,1260.24,6.46,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,18,1283.4,23.16,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,19,1289.91,6.51,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,L_insole,20,1312.04,22.13,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,1,1014.81,,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,2,1039.45,24.64,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,3,1046.79,7.34,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,4,1070.5,23.71,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,5,1077.02,6.52,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,6,1102.54,25.52,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,7,1109.88,7.34,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,8,1133.09,23.21,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,9,1140.22,7.13,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,10,1164.78,24.56,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,11,1174.96,10.18,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,12,1199.83,24.87,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,13,1207.24,7.41,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,14,1230.75,23.51,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,15,1236.12,5.37,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,16,1260.73,24.61,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,17,1267.2,6.47,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,18,1290.36,23.16,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,19,1296.86,6.5,trial start,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
jitu_21,R_insole,20,1319.0,22.14,trial end,Role is inferred from the alternating long gait-bout interval and short inter-trial gap; the raw pulse itself has no start/end label.
